Symbol,Name,InstrumentToken,ISIN
RUSHIL,RUSHIL DECOR,6296321,INE573K01025
RUSTOMJEE,KEYSTONE REALTORS,3128065,INE263M01029
RVHL,RAVINDER HEIGHTS,400641,INE09E501017
RVNL,RAIL VIKAS NIGAM,2445313,INE415G01027
RVTH,REVATHI EQUIPMENT INDIA L,6440193,INE0DAB01012
S&SPOWER,S&S POWER SWITCHGEARS,755457,INE902B01017
SAATVIKGL,SAATVIK GREEN ENERGY,194318593,INE13B501022
SADBHAV,SADBHAV ENGINEERING,3388417,INE226H01026
SAFARI,SAFARI IND (INDIA),3336961,INE429E01023
SAGARDEEP,SAGARDEEP ALLOYS,2092801,INE976T01013
SAGCEM,SAGAR CEMENTS,3601409,INE229C01021
SAGILITY,SAGILITY,6925313,INE0W2G01015
SAHLIBHFI,SHALIBHADRA FINANCE,194992129,INE861D01011
SAHYADRI,SAHYADRI INDUSTRIES,3814401,INE280H01015
SAIL,STEEL AUTHORITY OF INDIA,758529,INE114A01011
SAILIFE,SAI LIFE SCIENCES,7126785,INE570L01029
SAIPARENT,SAI PARENTERALS,194988801,INE0H9F01037
SAKAR,SAKAR HEALTHCARE,2441985,INE732S01012
SAKHTISUG,SAKTHI SUGARS,760065,INE623A01011
SAKSOFT,SAKSOFT,3019265,INE667G01023
SALASAR,SALASAR TECHNO ENGG.,5468673,INE170V01027
SALONA,SALONA COTSPIN,4441857,INE498E01010
SALZERELEC,SALZER ELECTRONICS,2918145,INE457F01013
SAMBHAAV,SAMBHAAV MEDIA,1056513,INE699B01027
SAMBHV,SAMBHV STEEL TUBES,193988353,INE12NJ01018
SAMHI,SAMHI HOTELS,4765185,INE08U801020
SAMMAANCAP,SAMMAAN CAPITAL,7712001,INE148I01020
SAMPANN,SAMPANN UTPADAN INDIA,6989569,INE735M01018
SANATHAN,SANATHAN TEXTILES,7374081,INE0JPD01013
SANDESH,SANDESH,764929,INE583B01015
SANDHAR,SANDHAR TECHNOLOGIES,613633,INE278H01035
SANDUMA,SANDUR MANG & IRON ORES L,4699905,INE149K01016
SANGAMIND,SANGAM (INDIA),1071105,INE495C01010
SANGHVIMOV,SANGHVI MOVERS,3598849,INE989A01032
SANOFI,SANOFI INDIA,369153,INE058A01010
SANOFICONR,SANOFI CONS HEALTHC IND L,6456833,INE0UOS01011
SANSERA,SANSERA ENGINEERING,1472257,INE953O01021
SANSTAR,SANSTAR,6292993,INE08NE01025
SAPPHIRE,SAPPHIRE FOODS INDIA,1719809,INE806T01020
SAPPL,SHREE AJIT PULP & PAPER L,195295745,INE185C01017
SARDAEN,SARDA ENERGY & MIN,4546049,INE385C01021
SAREGAMA,SAREGAMA INDIA,1252353,INE979A01025
SARLAPOLY,SARLA PERF. FIBERS,3595009,INE453D01025
SASKEN,SASKEN TECHNOLOGIES,3067649,INE231F01020
SATIA,SATIA INDUSTRIES,2827521,INE170E01023
SATIN,SATIN CREDIT NET,2675969,INE836B01017
SAURASHCEM,SAURASHTRA CEMENT,772609,INE626A01014
SAYAJIHOTL,SAYAJI HOTELS,195297025,INE318C01014
SBC,SBC EXPORTS,1738753,INE04AK01028
SBCL,SHIVALIK BIMETAL CON.,1191937,INE386D01027
SBFC,SBFC FINANCE,4614657,INE423Y01016
SBGLP,SURATWWALA BUS GROUP,3619585,INE05ST01028
SBI150INAV,SBIAMC - SBI150INAV,7838465,
SBIBPB,SBI BSE PSU BANK ETF,7754241,INF200KB1712
SBIBPBINAV,SBIAMC - SBIBPBINAV,7755009,
SBICARD,SBI CARDS & PAY SER,4600577,INE018E01016
SBICONINAV,SBIETFCON INAV,2599169,
SBIETFCON,SBI ETF CONSUMPTION ETF,1323009,INF200KA1X17
SBIETFINAV,SBIETFIT INAV,2600961,
SBIETFIT,SBI ETF IT ETF,189441,INF200KA1S14
SBIETFPB,SBI ETF PRIVATE BANK ETF,184833,INF200KA1S22
SBIETFQLTY,SBI NIFTY 200 QUALITY 30 ETF,1847809,INF200KA1WX6
SBIFPBINAV,SBIETFPB INAV,2599425,
SBILIFE,SBI LIFE INSURANCE CO,5582849,INE123W01016
SBILIQETF,SBI NIFTY 1D RATE LIQUID ETF,194174977,INF200KB1969
SBILIQINAV,SBIAMC - SBILIQINAV,7817473,
SBILTYINAV,SBIETFQLTY INAV,2598913,
SBIMIDMOM,SBIAMC - SBIMIDMOM,194840321,INF200KB1AJ0
SBIMOMINAV,SBIAMC - SBIMOMINAV,7835905,
SBIN,STATE BANK OF INDIA,779521,INE062A01020
SBINEQINAV,SBIAMC - SBINEQINAV,6278913,
SBINEQWETF,SBI NIFTY50 EQUAL WEIGHT ETF,6278145,INF200KB1282
SBINMID150,SBIAMC - SBINMID150,195005697,INF200KB1AK8
SBISILINAV,SBIAMC - SBISILINAV,6238465,
SBISILVER,SBI SILVER ETF,6237697,INF200KB1217
SBISMLETF,SBIAMC - SBISMLETF,195467009,INF200KB1AY9
SBISMLINAV,SBIAMC - SBISMLINAV,195469057,
SBIVALETF,SBIAMC - SBIVALETF,195467777,INF200KB1AX1
SBIVALINAV,SBIAMC - SBIVALINAV,195468801,
SCANSTL,SCAN STEELS,195298305,INE099G01011
SCHAEFFLER,SCHAEFFLER INDIA,258817,INE513A01022
SCHAND,S CHAND AND COMPANY,5298689,INE807K01035
SCHNEIDER,SCHNEIDER ELECTRIC INFRA,7995905,INE839M01018
SCI,SHIPPING CORP OF INDIA LT,780289,INE109A01011
SCILAL,SHIPPING CORP OF ILA,5920513,INE0PB301013
SCODATUBES,SCODA TUBES,193914369,INE090501011
SCPL,SHEETAL COOL PRODUCTS,3090433,INE501Y01019
SDBL,SOM DIST & BREW,342529,INE480C01038
SDL24BINAV,SDL24BEES INAV,2596353,
SDL26BINAV,SDL26BEES INAV,2597633,
SEAMECLTD,SEAMEC,669697,INE497B01018
SECMARK,SECMARK CONSULTANCY,4990977,INE0BTM01013
SECURKLOUD,SECUREKLOUD TECH,2830849,INE650K01021
SEDEMAC,SEDEMAC MECHATRONICS,194855169,INE00XB01019
SEIL,SHANTI EDU INITIATIVES L,195299585,INE440T01028
SELECTIPO,MIRAE ASSET BSE SELECT IPO ETF,7707905,INF769K01ON4
SELIPOINAV,MIRAEAMC - SELIPOINAV,7712513,
SELMC,SEL MANUFACTURING CO,1603073,INE105I01020
SENCO,SENCO GOLD,4421377,INE602W01027
SENORES,SENORES PHARMACEUTICALS L,7395329,INE0RB801010
SENSEXADD,DSP BSE SENSEX ETF,4508929,INF740KA1SZ6
SENSEXBETA,UTI BSE SENSEX ETF,2691841,INF789FB1X58
SENSEXETF,MIRAE ASSET S&P BSE SENSEX ETF,4921345,INF769K01KT9
SENSEXIETF,ICICI PRUDENTIAL BSE SENSEX ETF,1120769,INF346A01034
SENSEXINAV,MIRAEAMC - SENSEXINAV,4927233,
SEPC,SEPC,3918849,INE964H01014
SERVOTECH,SERVOTECH REN POW SYS,1409793,INE782X01033
SESHAPAPER,SESHASAYEE PAPER & BOARDS,784897,INE630A01024
SETF10GILT,SBI NIFTY 10 YR BENCHMARK G-SEC ETF,4453121,INF200KA1JT1
SETF10INAV,SETF10GILT INAV,2599681,
SETF50INAV,SETFNIF50 INAV,2601217,
SETFGOINAV,SETFGOLD NAV,2114049,
SETFGOLD,SBI GOLD ETF,4421633,INF200KA16D8
SETFNIF50,SBI NIFTY 50 ETF,2605057,INF200KA1FS1
SETFNIFBK,SBI NIFTY BANK ETF,1884417,INF200KA1580
SETFNIINAV,SETFNIFBK INAV,2602497,
SETFNN50,SBI NIFTY NEXT 50 ETF,1882369,INF200KA1598
SETFNNINAV,SETFNN50 INAV,2602753,
SETL,STANDARD ENGNG TCNLGY,7443201,INE0M4D01010
SFL,SHEELA FOAM,4911105,INE916U01025
SGFIN,SG FINSERVE,194266369,INE618R01015
SGIL,SYNERGY GREEN IND.,1309185,INE00QT01015
SGL,STL GLOBAL,3421953,INE353H01010
SGMART,SG MART,194275585,INE385F01024
SHADOWFAX,SHADOWFAX TECHNOLOGIES L,194936065,INE12UN01015
SHAH,SHAH METACORP,5195777,INE482J01021
SHAHALLOYS,SHAH ALLOYS,3035137,INE640C01011
SHAILY,SHAILY ENG PLASTICS,2234113,INE151G01028
SHAKTIPUMP,SHAKTI PUMPS (I),6546945,INE908D01010
SHALBY,SHALBY,182785,INE597J01018
SHALPAINTS,SHALIM PAINTS,3927553,INE849C01026
SHANTI,SHANTI OVERSEAS INDIA,1446401,INE933X01016
SHANTIGEAR,SHANTHI GEARS,787969,INE631A01022
SHANTIGOLD,SHANTI GOLD INTERNATION L,194048513,INE06ZD01017
SHARDACROP,SHARDA CROPCHEM,1277953,INE221J01015
SHARDAMOTR,SHARDA MOTOR INDS,2695681,INE597I01028
SHARDUL,SHARDUL SECURITIES,195300865,INE037B01020
SHAREINDIA,SHARE IND. SECURITIES,26625,INE932X01026
SHARIABEES,NIPPON INDIA ETF NIFTY 50 SHARIAH BEES,4363265,INF732E01128
SHBAJRG,SHRI BAJRANG ALLIANCE L,195302145,INE402H01015
SHEMAROO,SHEMAROO ENTER.,1297409,INE363M01019
SHILCTECH,SHILCHAR TECHNOLOGIES,194520833,INE024F01011
SHILPAMED,SHILPA MEDICARE,4544513,INE790G01031
SHINDL,SHARAT INDUSTRIES,195303425,INE220Z01013
SHIVATEX,SHIVA TEXYARN,205825,INE705C01020
SHIVAUM,SHIV AUM STEELS,194495233,INE719F01016
SHK,S H KELKAR AND CO.,2870273,INE500L01026
SHOPERSTOP,SHOPPERS STOP,3024129,INE498B01024
SHRADHA,SHRADHA REALTY,181249,INE715Y01031
SHREDIGCEM,SHREE DIGVIJAY CEM CO,793345,INE232A01011
SHREECEM,SHREE CEMENT,794369,INE070A01015
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,194418689,INE1B6101010
SHREEPUSHK,SHRE PUSH CHEM & FERT,2710529,INE712K01011
SHREERAMA,SHREE RAMA MULTI TECH,1952513,INE879A01019
SHREYANIND,SHREYANS INDUSTRIES,800257,INE231C01019
SHRIKRISH,SHRI KRISHNA DEVCON,195304705,INE997I01012
SHRINGARMS,SHRINGAR HOU OF MANGALS L,194327809,INE1B3L01017
SHRIPISTON,SHRIRAM PIST. & RING,4399617,INE526E01018
SHRIRAMFIN,SHRIRAM FINANCE,1102337,INE721A01047
SHRIRAMPPS,SHRIRAM PROPERTIES,1843201,INE217L01019
SHYAMCENT,SHYAM CENTURY FERROUS,2608129,INE979R01011
SHYAMMETL,SHYAM METALICS AND ENGY L,1201409,INE810G01011
SICAGEN,SICAGEN INDIA,4320001,INE176J01011
SIEMENS,SIEMENS,806401,INE003A01024
SIGIND,SIGNET INDUSTRIES,1157633,INE529F01035
SIGMA,SIGMA SOLVE,4264449,INE0A0S01028
SIGNATURE,SIGNATUREGLOBAL INDIA,4798209,INE903U01023
SIGNPOST,SIGNPOST INDIA,5799937,INE0KGZ01021
SIKA,SIKA INTERPLANT SYSTEMS L,195305985,INE438E01032
SIKKO,SIKKO INDUSTRIES,1591809,INE112X01025
SIL,STANDARD INDUSTRIES,2892033,INE173A01025
SIL360INAV,360ONEAMC - SIL360INAV,7807489,
SILBNDINAV,BANDHANAMC - SILBNDINAV,7829505,
SILCASINAV,ZERODHAAMC - SILCASINAV,7751681,
SILETFINAV,UTIAMC - SILETFINAV,3864065,
SILGO,SILGO RETAIL,637953,INE01II01013
SILINV,SIL INVESTMENTS,1050881,INE923A01015
SILLYMONKS,SILLY MONKS ENTERTAIN,4888833,INE203Y01012
SILVER,ADITYA BIRLA SUN LIFE SILVER ETF,2048769,INF209KB19F6
SILVER1,KOTAK SILVER ETF,3348993,INF174KA1ZD3
SILVER360,360 ONE SILVER ETF,193574401,INF579M01BC3
SILVERADD,DSP SILVER ETF,2754817,INF740KA1RE3
SILVERAG,MIRAE ASSET SILVER ETF,4294913,INF769K01KG6
SILVERBEES,NIPPON INDIA SILVER ETF,2068481,INF204KC1402
SILVERBETA,UTI SILVER ETF,3861761,INF789F1AYK6
SILVERBND,BANDHAN SILVER ETF,194643969,INF194KB1KI9
SILVERCASE,ZERODHA SILVER ETF,7750145,INF0R8F01091
SILVERIETF,ICICI PRUDENTIAL SILVER ETF,2033153,INF109KC1Y56
SILVERINAV,SILVER NAV,2108929,
SILVERTUC,SILVER TOUCH TECHNO,2412033,INE625X01026
SIMPLEXINF,SIMPLEX INFRASTRUCTURES L,809473,INE059B01024
SINCLAIR,SINCLAIRS HOTELS,6010881,INE985A01022
SINDHUTRAD,SINDHU TRADE LINKS,4315905,INE325D01025
SINGERIND,SINGER INDIA,194923521,INE638A01035
SINTERCOM,SINTERCOM INDIA,97537,INE129Z01016
SIRCA,SIRCA PAINT INDIA,2828801,INE792Z01011
SIS,SIS,5504257,INE285J01028
SIYSIL,SIYARAM SILK MILLS,3608577,INE076B01028
SJS,SJS ENTERPRISES,1700609,INE284S01014
SJVN,SJVN,4834049,INE002L01015
SKFINDIA,SKF INDIA,815617,INE640A01023
SKFINDUS,SKF IND (INDUSTRIAL),194585857,INE2J8701016
SKIPPER,SKIPPER,2413569,INE439E01022
SKMEGGPROD,SKM EGG PROD EXPORT(I) LT,1211393,INE411D01023
SKYGOLD,SKY GOLD AND DIAMONDS,3489537,INE01IU01018
SMAADDINAV,DSPAMC - SMAADDINAV,7830529,
SMACAPINAV,MIRAEAMC - SMACAPINAV,5852929,
SMALL250,MIRAE ASSET NIFTY SMALLCAP 250 ETF,194512385,INF769K01PQ4
SMALL2INAV,MIRAEAMC - SMALL2INAV,7826689,
SMALLADD,DSP NIFTY SMALLCAP 250 ETF,194651905,INF740KA1WX3
SMALLCAP,MIRAE ASSET NIFTY SMALLCAP 250 MOMENTUM QUALITY 100 ETF,5844993,INF769K01LC3
SMALLGINAV,GROWWAMC - SMALLGINAV,192453121,
SMALLGROWW,GROWWAMC - SMALLGROWW,192446721,INF666M01PG9
SMARTWORKS,SMARTWORKS COWORKING SP L,194039041,INE0NAZ01010
SMCGLOBAL,SMC GLOBAL SECURITIES,593921,INE103C01036
SML100CASE,ZERODHA NIFTY SMALLCAP 100 ETF,194292481,INF0R8F01141
SML100INAV,ZERODHAAMC - SML100INAV,7819265,
SMLMAH,SML MAHINDRA,867073,INE294B01019
SMLT,SARTHAK METALS,1751809,INE017W01010
SMSPHARMA,SMS PHARMACEUTICALS,3668225,INE812G01025
SNOWMAN,SNOWMAN LOGISTICS,1239809,INE734N01019
SNXT30BEES,NIPPON INDIA BSE SENSEX NEXT 30 ETF,193908481,INF204KC1EZ3
SNXT30INAV,NIPPONAMC - SNXT30INAV,7812865,
SNXT50BETA,UTI BSE SENSEX NEXT 50 ETF,2347009,INF789F1AUU3
SOBHA,SOBHA,3539457,INE671H01015
SOLARA,SOLARA ACTIVE PHA SCI,940033,INE624Z01016
SOLARINDS,SOLAR INDUSTRIES (I),3412993,INE343H01029
SOLARWORLD,SOLARWORLD ENERGY SOL,194541825,INE0TY101024
SOLEX,SOLEX ENERGY,194405633,INE880Y01017
SOMANYCERA,SOMANY CERAMICS,993281,INE355A01028
SOMATEX,SOMA TEXTILES & INDUST LT,1075457,INE314C01013
SOMICONVEY,SOMI CONVEYOR BELT.,4555265,INE323J01019
SONACOMS,SONA BLW PRECISION FRGS L,1199105,INE073K01018
SONAL,SONAL MERCANTILE,195307265,INE321M01017
SONAMLTD,SONAM,2254337,INE00LM01029
SONATSOFTW,SONATA SOFTWARE,1688577,INE269A01021
SOTL,SAVITA OIL TECHNOLO.,773377,INE035D01020
SOUTHBANK,THE SOUTH INDIAN BANK,1522689,INE683A01023
SOUTHWEST,SOUTH WEST PINNACLE,2477569,INE980Y01015
SPAL,S. P. APPARELS,4672513,INE212I01016
SPANDANA,SPANDANA SPHOORTY FIN,2927361,INE572J01011
SPARC,SUN PHARMA ADV.RES.CO.LTD,3785729,INE232I01014
SPCENET,SPACENET ENTERS IND,4959233,INE970N01027
SPECIALITY,SPECIALITY REST,6939393,INE247M01014
SPECTRUM,SPECTRUM ELECTRIC IND,7796481,INE01EO01010
SPENCERS,SPENCER S RETAIL,2089729,INE020801028
SPIC,SPIC,832513,INE147A01011
SPLIL,SPL INDUSTRIES,3055361,INE978G01016
SPLPETRO,SUPREME PETROCHEM,2461953,INE663A01033
SPMLINFRA,SPML INFRA,850177,INE937A01023
SPORTKING,SPORTKING INDIA,2747649,INE885H01029
SRD,SHANKAR LAL RAMPAL,6588673,INE01NE01012
SREEL,SREELEATHERS,8150273,INE099F01013
SRF,SRF,837889,INE647A01010
SRGHFL,SRG HOUSING FINANCE L,4638465,INE559N01010
SRHHYPOLTD,SREE RAYALSEEMA HHP,3732993,INE917H01012
SRM,SRM CONTRACTORS,5990913,INE0R6Z01013
SRTL,SHREE RAM TWISTEX,194608129,INE19GK01015
SSDL,SARASWATI SAREE DEPOT,6363137,INE0PQ101010
SSWL,STEEL STRIPS WHEELS,3028225,INE802C01033
STALLION,STALLION IND FLUOROCHEM L,7476225,INE0RYC01010
STANLEY,STANLEY LIFESTYLES,6201857,INE01A001028
STAR,STRIDES PHARMA SCI,1887745,INE939A01011
STARCEMENT,STAR CEMENT,5399297,INE460H01021
STARHEALTH,STAR HEALTH & AL INS CO L,1813249,INE575P01011
STARPAPER,STAR PAPER MILLS,842497,INE733A01018
STARTECK,STARTECK FINANCE,2382081,INE992I01013
STCINDIA,THE STATE TRADING CORPN,2802689,INE655A01013
STEELCAS,STEELCAST,1741569,INE124E01038
STEELCITY,STEEL CITY SECURITIES,2663937,INE395H01011
STEELXIND,STEEL EXCHANGE INDIA,5462785,INE503B01021
STEL,STEL HOLDINGS,5499905,INE577L01016
STERTOOLS,STERLING TOOLS,1100545,INE334A01023
STOVEKRAFT,STOVE KRAFT,539393,INE00IN01015
STUDDS,STUDDS ACCESSORIES,194454273,INE00Q601028
STYL,SESHAASAI TECHNOLOGIES L,194543105,INE04VU01023
STYLAMIND,STYLAM INDUSTRIES,1327617,INE239C01020
STYRENIX,STYRENIX PERFORMANCE,4865,INE189B01011
SUBROS,SUBROS,850945,INE287B01021
SUDARCOLOR,SUDARSHAN COLORNT IND,183041,INE492A01029
SUDARSCHEM,SUDARSHAN CHEMICAL INDS L,851713,INE659A01023
SUDEEPPHRM,SUDEEP PHARMA,194569985,INE0QPI01025
SUKHJITS,SUKHJIT STARCH & CHEM,3021825,INE450E01029
SULA,SULA VINEYARDS,3383809,INE142Q01026
SUMEETINDS,SUMEET IND,5322241,INE235C01036
SUMICHEM,SUMITOMO CHEM INDIA,4378881,INE258G01013
SUMMITSEC,SUMMIT SECURITIES,5446401,INE519C01017
SUNCLAY,SUNDARAM CLAYTON,5364737,INE0Q3R01026
SUNDARAM,SUNDARAM MULTI PAP,4846337,INE108E01023
SUNDARMFIN,SUNDARAM FINANCE,854785,INE660A01013
SUNDRMBRAK,SUNDARAM BRAK LININGS,1069825,INE073D01013
SUNDRMFAST,SUNDRAM FASTENERS,856321,INE387A01021
SUNDROP,SUNDROP BRANDS,425729,INE209A01019
SUNFLAG,SUNFLAG IRON AND STEEL CO,857089,INE947A01014
SUNPHARMA,SUN PHARMACEUTICAL IND L,857857,INE044A01036
SUNTECK,SUNTECK REALTY,4516097,INE805D01034
SUNTV,SUN TV NETWORK,3431425,INE424H01027
SUPERHOUSE,SUPERHOUSE,5277697,INE712B01010
SUPRAJIT,SUPRAJIT ENGINEERING,2992385,INE399C01030
SUPREME,SUPREME HOLDIN N HOSP I L,7536385,INE822E01011
SUPREMEIND,SUPREME INDUSTRIES,860929,INE195A01028
SUPREMEINF,SUPREME INFRA.,3840513,INE550H01011
SUPRIYA,SUPRIYA LIFESCIENCE,1891841,INE07RO01027
SURAJEST,SURAJ ESTATE DEVELOPERS L,5330433,INE843S01025
SURAJLTD,SURAJ,6391297,INE713C01016
SURAKSHA,SURAKSHA DIAGNOSTIC,6997505,INE877V01027
SURANASOL,SURANA SOLAR,5395713,INE272L01022
SURANAT&P,SURANA TELECOM AND POW LT,2739201,INE130B01031
SURYALA,SURYALATA SPINNING MILL L,195308545,INE132C01027
SURYALAXMI,SURYALAKSHMI COT MIL,3034113,INE713B01026
SURYAROSNI,SURYA ROSHNI,864001,INE335A01020
SURYODAY,SURYODAY SMALL FIN BK,760321,INE428Q01011
SUTLEJTEX,SUTLEJ TEXT & INDUS,3533057,INE645H01027
SUVEN,SUVEN LIFE SCIENCES,2875649,INE495B01038
SUVIDHAA,SUVIDHAA INFOSERVE,767489,INE018401013
SUYOG,SUYOG TELEMATICS,6361857,INE442P01014
SUZLON,SUZLON ENERGY,3076609,INE040H01021
SWANCORP,SWAN CORP,6936321,INE665A01038
SWARAJENG,SWARAJ ENGINES,866305,INE277A01016
SWELECTES,SWELECT ENERGY SYS,3048705,INE409B01013
SWIGGY,SWIGGY,6928897,INE00H001014
SWSOLAR,STRLNG & WIL REN ENE,3197185,INE00M201021
SYMPHONY,SYMPHONY,6192641,INE225D01027
SYNCOMF,SYNCOM FORMU (I),3069953,INE312C01025
SYNGENE,SYNGENE INTERNATIONAL,2622209,INE398R01022
SYRMA,SYRMA SGS TECHNOLOGY,2763009,INE0DYJ01015
TAALTECH,TAAL TECH,195309825,INE524T01011
TAGOLDINAV,TATAAML-TAGOLDINAV,5488129,
TAINWALCHM,TAINWALA CHEMICAL AND PLA,869377,INE123C01018
TAJGVK,TAJ GVK HOTELS & RESORTS,2394625,INE586B01026
TALBROAUTO,TALBROS AUTO. COMP.,3493889,INE187D01029
TAMBOLIIN,TAMBOLI INDUSTRIES,195311105,INE864J01012
TANLA,TANLA PLATFORMS,3577857,INE483C01032
TARACHAND,TARA CHAND INFRA SOLN,6019073,INE555Z01020
TARAPUR,TARAPUR TRANSFORMERS,4819713,INE747K01017
TARC,TARC,404737,INE0EK901012
TARIL,TRANS & RECTI.,3884545,INE763I01026
TARMAT,TARMAT,3781377,INE924H01018
TARSONS,TARSONS PRODUCTS,1777409,INE144Z01023
TASILVINAV,TATAAML-TASILVINAV,5490945,
TASTYBITE,TASTY BITE EATABLES,5143553,INE488B01017
TATACAP,TATA CAPITAL,194371841,INE976I01016
TATACHEM,TATA CHEMICALS,871681,INE092A01019
TATACOMM,TATA COMMUNICATIONS,952577,INE151A01013
TATACONSUM,TATA CONSUMER PRODUCT,878593,INE192A01025
TATAELXSI,TATA ELXSI,873217,INE670A01012
TATAGOLD,TATA GOLD EXCHANGE TRADED FUND,5478657,INF277KA1976
TATAINVEST,TATA INVESTMENT CORP,414977,INE672A01026
TATAPOWER,TATA POWER CO,877057,INE245A01021
TATASTEEL,TATA STEEL,895745,INE081A01020
TATATECH,TATA TECHNOLOGIES,5195009,INE142M01025
TATSILV,TATA SILVER EXCHANGE TRADED FUND,5485569,INF277KA1984
TATVA,TATVA CHIN PHARM CHEM,1321473,INE0GK401011
TBOTEK,TBO TEK,6077441,INE673O01025
TBZ,TRIB BHIMJI ZAVERI,6921473,INE760L01018
TCC,TCC CONCEPT,195024385,INE887D01016
TCI,TRANSPORT CORPN OF INDIA,2708481,INE688A01022
TCIEXP,TCI EXPRESS,4921089,INE586V01016
TCPLPACK,TCPL PACKAGING,47105,INE822C01015
TCS,TATA CONSULTANCY SERV LT,2953217,INE467B01029
TDPOWERSYS,TD POWER SYSTEMS,6445569,INE419M01027
TEAMGTY,TEAM INDIA GUARANTY,2743553,INE289C01025
TEAMLEASE,TEAMLEASE SERVICES,3255297,INE985S01024
TECH,ADITYA BIRLA SUN LIFE NIFTY IT ETF,1654273,INF209KB11D8
TECHINAV,TECH INAV,2551041,
TECHM,TECH MAHINDRA,3465729,INE669C01036
TECHNOE,TECHNO ELEC & ENG CO.,1649921,INE285K01026
TECHNVISN,TECHNVISION VENTURES,195312385,INE314H01012
TECILCHEM,TECIL CHEMICALS,883969,INE014B01011
TEGA,TEGA INDUSTRIES,1818881,INE011K01018
TEJASNET,TEJAS NETWORKS,5409537,INE010J01012
TEMBO,TEMBO GLOBAL IND,838401,INE869Y01010
TENNIND,TENNECO CLEAN AIR INDIA L,194529281,INE19RI01016
TERASOFT,TERA SOFTWARE,4938753,INE482B01010
TEXINFRA,TEXMACO INFRA & HOLDG,2956545,INE435C01024
TEXMOPIPES,TEXMO PIPE & PRODUCTS,4662785,INE141K01013
TEXRAIL,TEXMACO RAIL & ENG.,5587969,INE621L01012
TFCILTD,TOURISM FINANCE CORP. OF,887297,INE305A01023
TFL,TRANSWARRANTY FIN.,3665665,INE804H01012
TGBHOTELS,TGB BANQUETS&HOTELS,3739393,INE797H01018
THAKDEV,THAKKERS DEVELOPERS,195314945,INE403F01017
THANGAMAYL,THANGAMAYIL JEWELLERY,4638209,INE085J01014
THEINVEST,THE INVEST TRUST OF IND L,5485313,INE924D01017
THEJO,THEJO ENGINEERING,4935425,INE121N01019
THELEELA,LEELA PALACES HOTEL,193795585,INE0AQ201015
THEMISMED,THEMIS MEDICARE,3708161,INE083B01024
THERMAX,THERMAX,889601,INE152A01029
THOMASCOOK,THOMAS COOK (INDIA),891137,INE332A01027
THOMASCOTT,THOMAS SCOTT (INDIA),7940353,INE480M01011
THYROCARE,THYROCARE TECH,4360193,INE594H01019
TI,TILAKNAGAR INDUSTRIES,4914177,INE133E01013
TICL,TWAMEV CONS AND INFRA,4992257,INE388G01026
TIIL,TECHNOCRAFT IND,3641089,INE545H01011
TIINDIA,TUBE INVEST OF INDIA,79873,INE974X01010
TIJARIA,TIJARIA POLYPIPES,6523393,INE440L01017
TIL,TIL,891905,INE806C01018
TIMETECHNO,TIME TECHNOPLAST,3764993,INE508G01029
TIMEX,TIMEX GROUP INDIA,195316225,INE064A01026
TIMKEN,TIMKEN INDIA,3634689,INE325A01013
TINNARUBR,TINNA RUBBER AND INFR,193541121,INE015C01016
TIPSFILMS,TIPS FILMS,2911745,INE0LQS01015
TIPSMUSIC,TIPS MUSIC,2333953,INE716B01029
TIRUMALCHM,THIRUMALAI CHEMICALS,894977,INE338A01024
TITAGARH,TITAGARH RAIL SYSTEMS,3945985,INE615H01020
TITAN,TITAN COMPANY,897537,INE280A01028
TMB,TAMILNAD MERCA BANK,2801921,INE668A01016
TMCV,TATA MOTORS,194504193,INE1TAE01010
TMPV,TATA MOTORS PASS VEH,884737,INE155A01022
TNIDETF,TATA NIFTY INDIA DIGITAL EXCHANGE TRADED FUND,2273793,INF277KA1364
TNIDETINAV,TNIDETF INAV,2603265,
TNPETRO,TAMILNADU PETROPRODUCTS L,898305,INE148A01019
TNPL,TAMILNADU NEWSPRT & PAPER,1018881,INE107A01015
TNTELE,TAMILNADU TELECOMMUNICATI,899073,INE141D01018
TOLINS,TOLINS TYRES,6467073,INE0RWQ01014
TOP100CASE,ZERODHA NIFTY 100 ETF,6164737,INF0R8F01067
TOP100INAV,ZERODHAAMC - TOP100INAV,6166017,
TOP10ADD,DSP NIFTY TOP 10 EQUAL WEIGHT ETF,6443777,INF740KA1UR9
TOP10AINAV,DSPAMC - TOP10AINAV,6445825,
TOP15IETF,ICICI PRUDENTIAL NIFTY TOP 15 EQUAL WEIGHT ETF,193991937,INF109K1A344
TOP20,MIRAE ASSET NIFTY TOP 20 EQUAL WEIGHT ETF,194666241,INF769K01PZ5
TOP20INAV,MIRAEAMC - TOP20INAV,7831041,
TOPETFINAV,ICICIPRAMC - TOPETFINAV,7814401,
TORNTPHARM,TORRENT PHARMACEUTICALS L,900609,INE685A01028
TORNTPOWER,TORRENT POWER,3529217,INE813H01021
TOTAL,TOTAL TRANSPORT SYS,5740289,INE336X01012
TOUCHWOOD,TOUCHWOOD ENTERTAIN,4328449,INE486Y01013
TPHQ,TEAMO PRODUCTIONS HQ,4350977,INE065J01024
TPLPLASTEH,TPL PLASTECH,2360065,INE413G01022
TRACXN,TRACXN TECHNOLOGIES,2964993,INE0HMF01019
